sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,594,581,548,0,18,Madre del postulante,6.0999999,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,510,617,557,0,18,Madre del postulante,5,7,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,284,372,448,0,19,Padre de postulante,5.3000002,3,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,635,552,520,0,19,Padre de postulante,6.4000001,4,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",69,537,600,586,1,18,Padre de postulante,6.9000001,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,397,408,392,0,18,Padre de postulante,5.0999999,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,685,738,646,0,19,Padre de postulante,6,11,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,440,459,392,0,19,Padre de postulante,5.0999999,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,501,372,371,0,21,Madre del postulante,5.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,427,518,319,0,18,Padre de postulante,5.6999998,3,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,579,668,649,0,19,Padre de postulante,6,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),66,579,606,590,0,19,Padre de postulante,6.5999999,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,589,569,561,0,19,Padre de postulante,5.8000002,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,488,469,473,0,19,Madre del postulante,6,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,548,589,520,0,19,Padre de postulante,5.8000002,11,7
Femenino,Soltero,Particular Pagado (Dependencia 4),64,771,708,723,0,19,Madre del postulante,6.4000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,433,506,448,0,19,Madre del postulante,5.0999999,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,537,518,514,0,19,Padre de postulante,5.3000002,12,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,537,738,514,0,19,Padre de postulante,6,14,11
Masculino,Soltero,Particular Pagado (Dependencia 4),63,506,620,561,0,19,Padre de postulante,6.3000002,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,494,535,483,0,19,Padre de postulante,4.9000001,5,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,725,834,734,1,19,Madre del postulante,6.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,310,391,431,0,19,Madre del postulante,5.8000002,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,472,448,431,0,19,Padre de postulante,5.4000001,2,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,583,592,575,0,19,Abuelo(a),6.0999999,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),66,797,691,800,0,19,Padre de postulante,6.5999999,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,537,513,473,0,19,Madre del postulante,5.6999998,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,472,518,371,0,18,Madre del postulante,6,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,488,485,461,0,19,Madre del postulante,5.0999999,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,501,459,483,0,19,Otro familiar del postulante,5.0999999,5,11
Masculino,Soltero,Particular Pagado (Dependencia 4),62,771,785,700,0,19,Padre de postulante,6.1999998,14,13
Femenino,Soltero,Particular Pagado (Dependencia 4),60,573,606,649,0,19,Padre de postulante,6,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,420,609,431,0,18,,6,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,420,448,448,0,18,Padre de postulante,5.5,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,527,581,461,0,19,Padre de postulante,5.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,343,327,272,0,19,Madre del postulante,4.9000001,4,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,568,535,347,0,19,Madre del postulante,5.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,501,459,514,0,18,Madre del postulante,5.1999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,542,620,557,0,19,Padre de postulante,5.5,13,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,405,524,507,0,19,Madre del postulante,5.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,552,565,542,0,18,Padre de postulante,6,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,501,539,572,0,19,Padre de postulante,5.9000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,548,592,538,0,19,Madre del postulante,5.5,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,333,448,289,0,18,Padre de postulante,5.1999998,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,725,644,684,0,19,Padre de postulante,6.1999998,6,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,460,436,392,0,18,Padre de postulante,5.5,3,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,537,477,538,0,19,Padre de postulante,5.9000001,13,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,397,513,448,0,18,Padre de postulante,5.6999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,460,469,371,0,19,Padre de postulante,5.8000002,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,641,659,593,0,19,Padre de postulante,6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,573,477,483,0,19,Madre del postulante,5.6999998,5,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,494,513,289,0,19,Padre de postulante,6.4000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,460,506,414,0,18,Padre de postulante,5.8000002,2,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,647,620,649,0,19,Madre del postulante,5.6999998,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,453,513,514,0,19,Madre del postulante,6.3000002,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),59,605,630,598,0,19,Madre del postulante,5.9000001,13,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,552,584,548,0,19,Padre de postulante,5.5,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,594,634,548,1,19,Madre del postulante,6,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,573,603,542,1,19,Padre de postulante,6.3000002,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,413,351,473,0,18,Madre del postulante,5.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,568,543,483,0,19,Padre de postulante,5.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,420,529,527,0,19,Madre del postulante,5.4000001,11,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,568,606,579,0,19,Madre del postulante,6,2,12
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,413,477,392,0,19,Padre de postulante,6.1999998,5,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,506,493,448,0,18,Padre de postulante,5.5,11,5
Masculino,Soltero,Particular Pagado (Dependencia 4),55,510,617,499,0,19,Padre de postulante,5.5,14,5
Masculino,Soltero,Particular Pagado (Dependencia 4),62,725,702,762,0,18,Madre del postulante,6.1999998,12,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,548,499,473,0,19,Madre del postulante,5.5,4,5
Femenino,Soltero,Particular Pagado (Dependencia 4),55,647,589,590,0,19,Madre del postulante,5.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,600,696,649,0,19,Padre de postulante,6.1999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,600,581,608,1,19,Hermano(a),6.0999999,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,460,469,371,0,19,Padre de postulante,5.1999998,2,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,488,561,520,1,18,Padre de postulante,6.0999999,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),64,662,702,670,0,19,Padre de postulante,6.4000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,548,422,461,0,20,Madre del postulante,5.1999998,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,552,659,564,0,18,Abuelo(a),6.4000001,2,5
Femenino,Soltero,Particular Pagado (Dependencia 4),57,537,565,514,0,18,Padre de postulante,5.6999998,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,284,436,347,0,19,Abuelo(a),5.5999999,7,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,531,535,483,0,19,Padre de postulante,5.1999998,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,568,609,583,0,19,Padre de postulante,6,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,397,372,514,0,19,Madre del postulante,5.5,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,472,529,483,0,19,Abuelo(a),5.4000001,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),67,616,627,499,1,19,Padre de postulante,6.6999998,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,531,557,507,0,19,Madre del postulante,5,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,405,459,371,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,537,557,561,0,19,Padre de postulante,5.9000001,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,548,573,520,0,19,Padre de postulante,5.8000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,333,459,347,0,18,Padre de postulante,5,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,413,627,431,0,19,Padre de postulante,5.4000001,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,353,327,431,0,18,Padre de postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,382,351,371,0,20,Madre del postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,420,499,538,0,19,Madre del postulante,5.1999998,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,622,617,608,0,19,Madre del postulante,6.1999998,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,589,576,614,0,19,Abuelo(a),5.5,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,413,485,431,0,19,Madre del postulante,5.1999998,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,453,477,448,0,19,Otra persona,5.8000002,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,405,477,392,0,19,Padre de postulante,5,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,465,565,499,0,19,Madre del postulante,6.0999999,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,521,573,499,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),68,568,640,542,1,18,Madre del postulante,6.8000002,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,589,681,564,0,19,Padre de postulante,5.4000001,14,14
Femenino,Soltero,Particular Pagado (Dependencia 4),69,797,729,825,0,19,Padre de postulante,6.9000001,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,453,422,414,0,19,Padre de postulante,5.9000001,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,600,617,596,0,18,Padre de postulante,6.1999998,2,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,298,351,431,0,19,Madre del postulante,4.8000002,2,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,527,627,596,1,19,Padre de postulante,6.3000002,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,310,408,347,0,18,Padre de postulante,5.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,552,529,492,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,343,518,461,0,18,Madre del postulante,5.4000001,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,563,603,561,0,19,Padre de postulante,6,14,5
Masculino,Soltero,Particular Pagado (Dependencia 4),63,558,715,663,0,19,Madre del postulante,6.3000002,14,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",68,594,738,561,1,19,Padre de postulante,6.8000002,2,1
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,298,408,414,0,19,Abuelo(a),5.5,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,594,691,717,0,18,Madre del postulante,6,5,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,506,539,499,1,19,Padre de postulante,6.1999998,3,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,494,459,483,0,18,Padre de postulante,5.3000002,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,440,506,431,0,19,Hermano(a),5.1999998,13,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,420,459,347,0,19,Padre de postulante,6.0999999,4,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,605,552,557,1,19,Padre de postulante,5.8000002,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,483,436,461,0,18,,5.1999998,13,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,298,436,347,0,19,Padre de postulante,5.6999998,5,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,762,715,708,1,19,Padre de postulante,6.5,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,254,327,448,0,19,Padre de postulante,5,5,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,405,214,319,0,18,Padre de postulante,6,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,521,573,557,0,19,Madre del postulante,5.8000002,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,472,493,461,0,18,Padre de postulante,5.5,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,420,436,289,0,18,Padre de postulante,5.5,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,427,436,448,0,18,Madre del postulante,5.3000002,5,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,413,548,507,0,19,Padre de postulante,6.4000001,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,537,617,598,1,18,Madre del postulante,6.4000001,5,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,510,576,586,0,18,Padre de postulante,6.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,605,606,520,0,19,Madre del postulante,5.1999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,568,613,651,0,19,Padre de postulante,6,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,322,327,431,0,20,Padre de postulante,5.4000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,453,543,448,0,19,Padre de postulante,5.8000002,7,2
Masculino,Soltero,Particular Pagado (Dependencia 4),56,594,617,586,0,19,Madre del postulante,5.5999999,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,363,391,371,0,19,Madre del postulante,5,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,527,469,499,1,18,Padre de postulante,5.9000001,4,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,427,408,431,0,19,Madre del postulante,6,5,4
Masculino,Soltero,Particular Pagado (Dependencia 4),58,628,708,661,0,19,Madre del postulante,5.8000002,13,14
Femenino,Soltero,Particular Pagado (Dependencia 4),68,635,644,700,0,19,Padre de postulante,6.8000002,4,12
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,373,301,461,0,20,Padre de postulante,5.5,2,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,558,561,548,0,19,Padre de postulante,5.5999999,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,542,548,499,0,19,Otro familiar del postulante,5.4000001,7,14
Femenino,Soltero,Particular Pagado (Dependencia 4),56,488,581,520,0,19,Padre de postulante,5.5999999,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,440,327,272,0,19,Madre del postulante,5.3000002,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,322,408,392,0,19,Padre de postulante,5.5,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,579,565,579,0,19,Padre de postulante,5.5,11,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),48,363,327,272,0,19,Madre del postulante,4.8000002,6,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,542,524,579,0,19,Madre del postulante,5.0999999,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,465,529,538,0,19,Madre del postulante,6.0999999,14,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,488,569,532,0,18,Padre de postulante,5.5,13,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,542,493,499,0,19,Padre de postulante,5.9000001,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,537,573,602,0,19,Madre del postulante,6.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,477,543,461,0,19,Padre de postulante,5.4000001,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,382,469,499,0,19,Madre del postulante,5.1999998,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,678,729,590,0,18,Padre de postulante,6.5999999,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,537,485,371,0,19,Madre del postulante,5.0999999,13,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,448,529,461,0,19,Padre de postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,420,561,448,0,19,Padre de postulante,5.4000001,2,2
Masculino,Casado,Particular Pagado (Dependencia 4),53,605,659,583,0,19,Padre de postulante,5.3000002,14,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),70,704,722,787,1,19,Padre de postulante,7,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,510,506,532,1,19,Padre de postulante,6.0999999,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,298,372,289,0,19,Madre del postulante,5.5,14,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,510,548,538,0,19,Padre de postulante,5.6999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,448,422,371,0,19,Padre de postulante,5.1999998,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,433,459,347,0,19,Padre de postulante,5.0999999,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",47,521,539,473,0,18,Madre del postulante,4.6999998,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,483,477,448,0,19,Abuelo(a),6.0999999,3,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,521,576,527,0,19,Padre de postulante,5.6999998,4,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,600,600,564,0,19,Padre de postulante,6.3000002,11,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,389,274,263,0,20,Padre de postulante,5.1999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,579,477,499,0,19,Madre del postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,579,529,538,0,19,Madre del postulante,6.0999999,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,465,499,473,0,18,Padre de postulante,5.8000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,453,372,507,0,21,Madre del postulante,5.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,531,603,564,0,19,Padre de postulante,5.5999999,5,12
